"","CUS_ID","d_v_ 1","d_v_ 2","d_v_ 3","d_v_ 4","d_v_ 5","d_v_ 6","d_v_ 7","d_v_ 8","d_v_ 9","d_v_ 10","d_v_ 11","d_v_ 12","d_v_ 13","d_v_ 14","d_v_ 15","d_v_ 16","d_v_ 17","d_v_ 18","d_v_ 19","d_v_ 20","d_v_ 21","d_v_ 22","n_v_ 1","n_v_ 2","n_v_ 3","n_v_ 4","n_v_ 5","n_v_ 6","n_v_ 7","n_v_ 8","n_v_ 9","n_v_ 10","n_v_ 11","n_v_ 12","n_v_ 13","n_v_ 14","n_v_ 15","n_v_ 16","n_v_ 17","n_v_ 18","n_v_ 19","n_v_ 20","n_v_ 21","n_v_ 22","p_v_ 1","p_v_ 2","p_v_ 3","p_v_ 4","p_v_ 5","p_v_ 6","p_v_ 7","p_v_ 8","p_v_ 9","p_v_ 10","p_v_ 11","p_v_ 12","p_v_ 13","p_v_ 14","p_v_ 15","p_v_ 16","p_v_ 17","p_v_ 18","p_v_ 19","p_v_ 20","p_v_ 21","p_v_ 22"
"33",33,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,98,2,52,917,1,54,NA,6,12,247,3,112,2,7,13,2104,13,10,5,265,NA,0.001,0.025,0.001,0.013,0.234,0,0.014,NA,0.002,0.003,0.063,0.001,0.029,0.001,0.002,0.003,0.536,0.003,0.003,0.001,0.068,NA
"34",34,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,13,1,3,67,1950,NA,49,8,13,12,121,1,40,21,64,NA,2296,4,30,13,294,1,0.003,0,0.001,0.013,0.39,NA,0.01,0.002,0.003,0.002,0.024,0,0.008,0.004,0.013,NA,0.459,0.001,0.006,0.003,0.059,0
"35",35,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,5,NA,NA,53,983,NA,12,NA,3,1,23,NA,14,NA,33,NA,947,3,17,2,65,NA,0.002,NA,NA,0.025,0.455,NA,0.006,NA,0.001,0,0.011,NA,0.006,NA,0.015,NA,0.438,0.001,0.008,0.001,0.03,NA
"36",36,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,NA,1,NA,NA,34,NA,1,NA,3,2,532,NA,80,NA,NA,3,677,4,NA,NA,68,NA,NA,0.001,NA,NA,0.024,NA,0.001,NA,0.002,0.001,0.379,NA,0.057,NA,NA,0.002,0.482,0.003,NA,NA,0.048,NA
"37",37,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,6,NA,NA,119,224,NA,23,6,8,28,340,NA,49,NA,8,19,889,34,45,9,105,NA,0.003,NA,NA,0.062,0.117,NA,0.012,0.003,0.004,0.015,0.178,NA,0.026,NA,0.004,0.01,0.465,0.018,0.024,0.005,0.055,NA
"38",38,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,374,2,42,625,1,14,NA,28,39,297,7,196,15,13,1,2047,41,1,9,374,NA,0,0.091,0,0.01,0.151,0,0.003,NA,0.007,0.009,0.072,0.002,0.047,0.004,0.003,0,0.496,0.01,0,0.002,0.091,NA
"39",39,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,NA,4,132,56,10,45,7,21,31,1205,1,55,17,11,23,2332,11,72,10,344,NA,0,NA,0.001,0.03,0.013,0.002,0.01,0.002,0.005,0.007,0.275,0,0.013,0.004,0.003,0.005,0.531,0.003,0.016,0.002,0.078,NA
"40",40,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,NA,1,NA,8,80,NA,1,9,1,1,71,NA,11,6,163,2,241,7,NA,3,43,NA,NA,0.002,NA,0.012,0.123,NA,0.002,0.014,0.002,0.002,0.11,NA,0.017,0.009,0.252,0.003,0.372,0.011,NA,0.005,0.066,NA
"41",41,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,NA,512,NA,3,115,NA,5,1,9,4,45,1,85,3,3,NA,687,14,7,1,110,NA,NA,0.319,NA,0.002,0.072,NA,0.003,0.001,0.006,0.002,0.028,0.001,0.053,0.002,0.002,NA,0.428,0.009,0.004,0.001,0.069,NA
"42",42,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,11,NA,227,352,3,27,159,19,74,2173,14,130,81,45,32,3105,21,23,30,593,1,0,0.002,NA,0.032,0.049,0,0.004,0.022,0.003,0.01,0.305,0.002,0.018,0.011,0.006,0.004,0.436,0.003,0.003,0.004,0.083,0
"43",43,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,7,133,1,55,398,NA,8,1,14,1,112,NA,16,2,20,NA,846,2,13,15,138,NA,0.004,0.075,0.001,0.031,0.223,NA,0.004,0.001,0.008,0.001,0.063,NA,0.009,0.001,0.011,NA,0.475,0.001,0.007,0.008,0.077,NA
"44",44,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA,14,89,258,19,14,3,8,13,548,1,569,4,5,15,2596,33,5,7,3659,NA,NA,NA,0.002,0.011,0.033,0.002,0.002,0,0.001,0.002,0.07,0,0.072,0.001,0.001,0.002,0.33,0.004,0.001,0.001,0.466,NA
"45",45,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,3,NA,26,69,93,NA,17,4,1,NA,39,1,10,1,12,NA,938,8,35,NA,174,NA,0.002,NA,0.018,0.048,0.065,NA,0.012,0.003,0.001,NA,0.027,0.001,0.007,0.001,0.008,NA,0.655,0.006,0.024,NA,0.122,NA
"46",46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,8592,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,NA,NA,0.997,NA
"47",47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,23,9,27,2641,2,59,2,17,23,1005,1,86,19,18,17,2447,17,18,7,624,NA,0.001,0.003,0.001,0.004,0.374,0,0.008,0,0.002,0.003,0.142,0,0.012,0.003,0.003,0.002,0.346,0.002,0.003,0.001,0.088,NA
"48",48,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,23,281,10,27,941,NA,105,2,23,89,833,1,90,4,14,30,3895,25,23,15,600,NA,0.003,0.04,0.001,0.004,0.134,NA,0.015,0,0.003,0.013,0.118,0,0.013,0.001,0.002,0.004,0.554,0.004,0.003,0.002,0.085,NA
"49",49,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,5,53,1343,NA,96,1,35,32,540,2,204,5,12,2,3079,18,20,16,764,2,0.001,0.001,0.001,0.008,0.215,NA,0.015,0,0.006,0.005,0.087,0,0.033,0.001,0.002,0,0.494,0.003,0.003,0.003,0.122,0
"50",50,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,2,2,87,253,1,26,1,14,13,662,NA,13,NA,1,32,1181,52,20,30,54,NA,0.001,0.001,0.001,0.036,0.103,0,0.011,0,0.006,0.005,0.271,NA,0.005,NA,0,0.013,0.483,0.021,0.008,0.012,0.022,NA
"51",51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,31,3,13,58,380,1,20,2,20,75,1438,2,79,24,6,25,2194,6,16,15,515,NA,0.006,0.001,0.003,0.012,0.077,0,0.004,0,0.004,0.015,0.292,0,0.016,0.005,0.001,0.005,0.446,0.001,0.003,0.003,0.105,NA
"52",52,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,45,6,55,84,1,15,2,4,10,159,NA,174,1,5,3,878,39,19,4,256,NA,0.001,0.026,0.003,0.031,0.048,0.001,0.009,0.001,0.002,0.006,0.09,NA,0.099,0.001,0.003,0.002,0.498,0.022,0.011,0.002,0.145,NA
"53",53,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,4,4,1,13,22,NA,1,NA,4,2,751,NA,9,1,8,3,1312,7,4,NA,114,NA,0.002,0.002,0,0.006,0.01,NA,0,NA,0.002,0.001,0.332,NA,0.004,0,0.004,0.001,0.581,0.003,0.002,NA,0.05,NA
"54",54,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,3,3,3,150,247,NA,38,NA,30,9,1266,NA,31,NA,12,7,2502,5,14,6,141,NA,0.001,0.001,0.001,0.034,0.055,NA,0.009,NA,0.007,0.002,0.283,NA,0.007,NA,0.003,0.002,0.56,0.001,0.003,0.001,0.032,NA
"55",55,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,NA,NA,NA,20,488,NA,NA,NA,NA,NA,1,NA,19,1,38,NA,1045,NA,6,NA,12,NA,NA,NA,NA,0.012,0.299,NA,NA,NA,NA,NA,0.001,NA,0.012,0.001,0.023,NA,0.641,NA,0.004,NA,0.007,NA
"56",56,1,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,NA,NA,4,60,1,4,NA,3,NA,513,1,4,NA,1,NA,1088,213,5,1,155,NA,0,NA,NA,0.002,0.029,0,0.002,NA,0.001,NA,0.25,0,0.002,NA,0,NA,0.53,0.104,0.002,0,0.075,NA
"57",57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,344,121,173,5,24,8,5,28,497,1,44,16,600,5,3977,5,15,19,620,1,0,0.001,0.053,0.019,0.027,0.001,0.004,0.001,0.001,0.004,0.076,0,0.007,0.002,0.092,0.001,0.611,0.001,0.002,0.003,0.095,0
"58",58,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,3,NA,1,14,276,NA,23,NA,1,4,159,NA,25,2,1,NA,1089,29,94,9,67,NA,0.002,NA,0.001,0.008,0.154,NA,0.013,NA,0.001,0.002,0.088,NA,0.014,0.001,0.001,NA,0.606,0.016,0.052,0.005,0.037,NA
"59",59,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,8,14,104,225,NA,7,2,183,117,423,NA,28,3,19,5,974,5,32,3,239,3,0.001,0.003,0.006,0.043,0.094,NA,0.003,0.001,0.076,0.049,0.177,NA,0.012,0.001,0.008,0.002,0.407,0.002,0.013,0.001,0.1,0.001
"60",60,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,10,2,1,158,1038,NA,NA,6,1,5,31,1,65,5,31,NA,2211,5,45,10,939,NA,0.002,0,0,0.035,0.227,NA,NA,0.001,0,0.001,0.007,0,0.014,0.001,0.007,NA,0.484,0.001,0.01,0.002,0.206,NA
"61",61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,39,19,5,28,2627,1,22,4,11,2,85,3,65,7,29,12,3730,3,12,2,843,NA,0.005,0.003,0.001,0.004,0.348,0,0.003,0.001,0.001,0,0.011,0,0.009,0.001,0.004,0.002,0.494,0,0.002,0,0.112,NA
"62",62,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,NA,NA,NA,13,57,NA,5,2,2,135,1064,NA,5,NA,NA,87,1517,39,5,4,60,NA,NA,NA,NA,0.004,0.019,NA,0.002,0.001,0.001,0.045,0.355,NA,0.002,NA,NA,0.029,0.507,0.013,0.002,0.001,0.02,NA
"63",63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,36,14,83,294,1,12,2,50,27,373,3,214,6,4,9,1392,4,10,8,444,NA,0,0.012,0.005,0.028,0.098,0,0.004,0.001,0.017,0.009,0.125,0.001,0.072,0.002,0.001,0.003,0.466,0.001,0.003,0.003,0.149,NA
"64",64,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,21,2,55,868,2,18,4,3,10,1436,NA,60,4,5,71,2729,38,5,5,816,1,0.001,0.003,0,0.009,0.141,0,0.003,0.001,0,0.002,0.233,NA,0.01,0.001,0.001,0.012,0.443,0.006,0.001,0.001,0.133,0
"65",65,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8,105,9,1053,2684,NA,14,3,17,21,264,7,298,10,10,13,3927,12,49,100,2620,NA,0.001,0.009,0.001,0.094,0.239,NA,0.001,0,0.002,0.002,0.024,0.001,0.027,0.001,0.001,0.001,0.35,0.001,0.004,0.009,0.233,NA
"66",66,1,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,208,NA,43,138,NA,1,NA,3,2,307,NA,11,1,NA,9,665,22,NA,3,66,NA,0.001,0.141,NA,0.029,0.093,NA,0.001,NA,0.002,0.001,0.207,NA,0.007,0.001,NA,0.006,0.449,0.015,NA,0.002,0.045,NA
"67",67,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,6,10,1582,NA,15,2,25,1,152,8,121,1,29,NA,2206,2,46,7,203,NA,0,0,0.001,0.002,0.358,NA,0.003,0,0.006,0,0.034,0.002,0.027,0,0.007,NA,0.499,0,0.01,0.002,0.046,NA
"68",68,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,NA,396,NA,18,266,NA,10,1,1,44,56,NA,274,NA,3,2,725,1,129,NA,288,NA,NA,0.179,NA,0.008,0.12,NA,0.005,0,0,0.02,0.025,NA,0.124,NA,0.001,0.001,0.327,0,0.058,NA,0.13,NA
"69",69,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,13,7,14,314,NA,11,2,6,18,1366,1,14,8,11,6,1839,15,12,4,300,NA,0.003,0.003,0.002,0.004,0.079,NA,0.003,0.001,0.002,0.005,0.344,0,0.004,0.002,0.003,0.002,0.463,0.004,0.003,0.001,0.076,NA
"70",70,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,4,2,2,29,1051,NA,20,NA,11,36,108,NA,47,1,37,NA,1576,2,13,2,417,NA,0.001,0.001,0.001,0.009,0.313,NA,0.006,NA,0.003,0.011,0.032,NA,0.014,0,0.011,NA,0.469,0.001,0.004,0.001,0.124,NA
"71",71,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,6,35,3,78,94,NA,43,5,7,9,262,3,4,NA,2,7,682,9,18,3,85,NA,0.004,0.026,0.002,0.058,0.069,NA,0.032,0.004,0.005,0.007,0.193,0.002,0.003,NA,0.001,0.005,0.503,0.007,0.013,0.002,0.063,NA
"72",72,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,NA,4,2,36,159,1,5,1,1,5,173,162,56,NA,2,NA,720,2,2,8,131,NA,NA,0.003,0.001,0.024,0.108,0.001,0.003,0.001,0.001,0.003,0.118,0.11,0.038,NA,0.001,NA,0.49,0.001,0.001,0.005,0.089,NA
"73",73,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,11,16,70,385,NA,1,2,1,3,113,1,203,1,36,3,701,9,3,1,186,3,NA,0.006,0.009,0.04,0.22,NA,0.001,0.001,0.001,0.002,0.065,0.001,0.116,0.001,0.021,0.002,0.401,0.005,0.002,0.001,0.106,0.002
"74",74,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,8,8,2,256,NA,3,NA,12,30,197,NA,97,NA,2,2,908,10,38,4,373,NA,0.001,0.004,0.004,0.001,0.131,NA,0.002,NA,0.006,0.015,0.101,NA,0.05,NA,0.001,0.001,0.465,0.005,0.019,0.002,0.191,NA
"75",75,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,5,1,NA,4,321,NA,NA,NA,NA,5,604,NA,17,3,NA,28,692,1,7,NA,38,NA,0.003,0.001,NA,0.002,0.186,NA,NA,NA,NA,0.003,0.35,NA,0.01,0.002,NA,0.016,0.401,0.001,0.004,NA,0.022,NA
"76",76,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,NA,7,NA,79,31,NA,91,NA,1,29,358,NA,8,1,4,9,663,47,10,1,121,NA,NA,0.005,NA,0.054,0.021,NA,0.062,NA,0.001,0.02,0.245,NA,0.005,0.001,0.003,0.006,0.454,0.032,0.007,0.001,0.083,NA
"77",77,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,4,15,1,29,341,NA,70,1,5,10,47,NA,33,1,NA,28,1294,5,11,5,94,NA,0.002,0.008,0.001,0.015,0.171,NA,0.035,0.001,0.003,0.005,0.024,NA,0.017,0.001,NA,0.014,0.649,0.003,0.006,0.003,0.047,NA
"78",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,37,48,235,784,1,85,2,15,56,218,9,349,2,33,15,3334,64,98,9,664,2,0.001,0.006,0.008,0.039,0.129,0,0.014,0,0.002,0.009,0.036,0.001,0.058,0,0.005,0.002,0.55,0.011,0.016,0.001,0.109,0
"79",79,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5,7,2,23,1784,NA,373,1,3,8,258,3,18,3,6,2,1389,8,6,2,91,NA,0.001,0.002,0.001,0.006,0.447,NA,0.093,0,0.001,0.002,0.065,0.001,0.005,0.001,0.002,0.001,0.348,0.002,0.002,0.001,0.023,NA
"80",80,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,2,5,113,423,NA,57,NA,57,31,237,1,39,21,3,10,955,24,20,33,85,NA,NA,0.001,0.002,0.053,0.2,NA,0.027,NA,0.027,0.015,0.112,0,0.018,0.01,0.001,0.005,0.451,0.011,0.009,0.016,0.04,NA
"81",81,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,4,NA,7,20,174,NA,2,30,2,4,169,NA,35,5,14,3,1178,8,17,3,225,NA,0.002,NA,0.004,0.011,0.092,NA,0.001,0.016,0.001,0.002,0.089,NA,0.018,0.003,0.007,0.002,0.62,0.004,0.009,0.002,0.118,NA
"82",82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,13,44,31,274,2333,1,161,2,69,25,553,2,160,3,52,10,4276,25,192,18,876,8,0.001,0.005,0.003,0.03,0.256,0,0.018,0,0.008,0.003,0.061,0,0.018,0,0.006,0.001,0.468,0.003,0.021,0.002,0.096,0.001
"83",83,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,NA,19,NA,4,63,1,5,1,NA,8,320,NA,15,1,1,3,603,4,2,NA,58,NA,NA,0.017,NA,0.004,0.057,0.001,0.005,0.001,NA,0.007,0.289,NA,0.014,0.001,0.001,0.003,0.544,0.004,0.002,NA,0.052,NA
"84",84,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,6,1,2,54,587,NA,19,1,1,5,234,1,75,2,NA,3,1406,3,NA,2,158,NA,0.002,0,0.001,0.021,0.229,NA,0.007,0,0,0.002,0.091,0,0.029,0.001,NA,0.001,0.549,0.001,NA,0.001,0.062,NA
"85",85,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8,1,10,54,53,3,4,3,46,33,969,NA,65,1,10,17,1197,34,22,4,147,4,0.003,0,0.004,0.02,0.02,0.001,0.001,0.001,0.017,0.012,0.361,NA,0.024,0,0.004,0.006,0.446,0.013,0.008,0.001,0.055,0.001
"86",86,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,NA,1,1,145,176,NA,8,6,NA,NA,528,NA,4,NA,5,58,3271,11,1,4,596,NA,NA,0,0,0.03,0.037,NA,0.002,0.001,NA,NA,0.11,NA,0.001,NA,0.001,0.012,0.679,0.002,0,0.001,0.124,NA
"87",87,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,2,3,2,18,101,NA,23,NA,6,15,387,NA,85,NA,5,5,839,27,4,9,170,NA,0.001,0.002,0.001,0.011,0.059,NA,0.014,NA,0.004,0.009,0.228,NA,0.05,NA,0.003,0.003,0.493,0.016,0.002,0.005,0.1,NA
"88",88,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,3,3,NA,640,156,1,23,NA,14,51,2107,NA,18,4,8,16,3934,10,35,8,204,NA,0,0,NA,0.088,0.022,0,0.003,NA,0.002,0.007,0.291,NA,0.002,0.001,0.001,0.002,0.544,0.001,0.005,0.001,0.028,NA
"89",89,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,6,55,15,12,575,4,19,4,2,8,421,NA,569,13,44,3,2116,5,13,4,667,1,0.001,0.012,0.003,0.003,0.126,0.001,0.004,0.001,0,0.002,0.092,NA,0.125,0.003,0.01,0.001,0.464,0.001,0.003,0.001,0.146,0
"90",90,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,2,384,NA,9,144,NA,60,1,7,11,27,1,241,1,26,NA,1377,7,1,1,338,NA,0.001,0.146,NA,0.003,0.055,NA,0.023,0,0.003,0.004,0.01,0,0.091,0,0.01,NA,0.522,0.003,0,0,0.128,NA
"91",91,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,23,1,26,946,NA,7,NA,79,11,818,1,105,1,3,9,1720,11,11,15,926,NA,0,0.005,0,0.006,0.201,NA,0.001,NA,0.017,0.002,0.174,0,0.022,0,0.001,0.002,0.365,0.002,0.002,0.003,0.196,NA
"92",92,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,13,NA,3,91,928,5,84,2,2,5,1060,75,71,4,7,2,1251,23,6,20,725,NA,0.003,NA,0.001,0.021,0.212,0.001,0.019,0,0,0.001,0.242,0.017,0.016,0.001,0.002,0,0.286,0.005,0.001,0.005,0.166,NA
"93",93,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,42,NA,258,542,2,19,NA,NA,8,819,24,106,24,2,14,1776,25,22,8,381,1,0.001,0.01,NA,0.063,0.133,0,0.005,NA,NA,0.002,0.201,0.006,0.026,0.006,0,0.003,0.436,0.006,0.005,0.002,0.093,0
"94",94,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,NA,NA,1,12,187,1,74,1,3,16,1175,1,11,13,2,5,1233,82,6,NA,209,NA,NA,NA,0,0.004,0.062,0,0.024,0,0.001,0.005,0.388,0,0.004,0.004,0.001,0.002,0.407,0.027,0.002,NA,0.069,NA
"95",95,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,8,5,2,77,1371,4,38,7,52,55,444,NA,166,84,37,5,3336,15,46,21,1174,1,0.001,0.001,0,0.011,0.197,0.001,0.005,0.001,0.007,0.008,0.064,NA,0.024,0.012,0.005,0.001,0.48,0.002,0.007,0.003,0.169,0
"96",96,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,2,17,5,3,15,NA,1,NA,1,NA,61,NA,97,NA,61,NA,535,4,NA,NA,45,NA,0.002,0.02,0.006,0.004,0.018,NA,0.001,NA,0.001,NA,0.072,NA,0.115,NA,0.072,NA,0.632,0.005,NA,NA,0.053,NA
"97",97,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,5,19,30,223,NA,26,83,8,25,586,NA,40,11,43,10,1670,13,18,7,377,NA,0,0.002,0.006,0.009,0.07,NA,0.008,0.026,0.003,0.008,0.183,NA,0.013,0.003,0.013,0.003,0.523,0.004,0.006,0.002,0.118,NA
"98",98,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,7,6,2,214,814,1,12,1,2,2,159,NA,226,NA,8,1,1472,17,6,1,265,NA,0.002,0.002,0.001,0.067,0.253,0,0.004,0,0.001,0.001,0.049,NA,0.07,NA,0.002,0,0.458,0.005,0.002,0,0.082,NA
"99",99,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,5,7,NA,408,1665,1,18,1,21,79,330,1,151,NA,46,3,1026,9,22,33,902,3,0.001,0.001,NA,0.086,0.352,0,0.004,0,0.004,0.017,0.07,0,0.032,NA,0.01,0.001,0.217,0.002,0.005,0.007,0.191,0.001
"100",100,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,2,771,23,34,620,NA,3,3,5,22,235,NA,261,21,174,10,2035,16,18,7,524,NA,0,0.161,0.005,0.007,0.13,NA,0.001,0.001,0.001,0.005,0.049,NA,0.055,0.004,0.036,0.002,0.425,0.003,0.004,0.001,0.11,NA
"101",101,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,NA,2,17,38,NA,55,NA,NA,NA,83,NA,10,NA,3,NA,768,7,2,6,39,NA,0.001,NA,0.002,0.016,0.037,NA,0.053,NA,NA,NA,0.081,NA,0.01,NA,0.003,NA,0.745,0.007,0.002,0.006,0.038,NA
"102",102,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,4,1,2,5,422,10,6,3,18,14,148,2,89,7,6,6,1654,2,14,7,541,NA,0.001,0,0.001,0.002,0.143,0.003,0.002,0.001,0.006,0.005,0.05,0.001,0.03,0.002,0.002,0.002,0.559,0.001,0.005,0.002,0.183,NA
"103",103,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,2,6,NA,12,1710,2,4,4,11,20,32,20,1517,NA,44,NA,4097,40,5,3,2510,NA,0,0.001,NA,0.001,0.17,0,0,0,0.001,0.002,0.003,0.002,0.151,NA,0.004,NA,0.408,0.004,0,0,0.25,NA
"104",104,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,12,67,17,136,4,10,2,2,17,412,179,82,9,25,16,1122,3,9,8,199,NA,NA,0.005,0.029,0.007,0.058,0.002,0.004,0.001,0.001,0.007,0.177,0.077,0.035,0.004,0.011,0.007,0.481,0.001,0.004,0.003,0.085,NA
"105",105,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,NA,1,1,40,115,NA,9,11,1,6,48,17,4,NA,1,2,1009,14,16,2,95,NA,NA,0.001,0.001,0.029,0.083,NA,0.006,0.008,0.001,0.004,0.034,0.012,0.003,NA,0.001,0.001,0.725,0.01,0.011,0.001,0.068,NA
"106",106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,27,120,2,162,2387,3,42,5,24,11,133,15,308,39,75,2,3897,4,16,6,1500,NA,0.003,0.014,0,0.018,0.272,0,0.005,0.001,0.003,0.001,0.015,0.002,0.035,0.004,0.009,0,0.444,0,0.002,0.001,0.171,NA
"107",107,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,6,21,60,278,7,147,2,NA,18,252,NA,23,5,95,7,1732,16,12,31,447,1,NA,0.002,0.007,0.019,0.088,0.002,0.047,0.001,NA,0.006,0.08,NA,0.007,0.002,0.03,0.002,0.548,0.005,0.004,0.01,0.141,0
